epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
50,0.2131,91.02,0.2353,90.39,0.000492,0.4554
51,0.1987,91.80,0.3067,87.01,0.000477,0.4742
52,0.2087,91.45,0.2468,89.08,0.000461,0.4763
53,0.1957,91.96,0.2455,90.20,0.000446,0.4677
54,0.1958,91.64,0.2411,89.52,0.000430,0.4516
55,0.1786,92.56,0.2840,88.21,0.000415,0.4707
56,0.1828,92.39,0.2726,88.83,0.000400,0.4672
57,0.1687,92.58,0.2157,90.39,0.000384,0.4602
58,0.1712,92.30,0.2416,89.09,0.000369,0.4663
59,0.1691,92.56,0.2476,89.35,0.000354,0.4640
60,0.1771,92.72,0.2236,90.47,0.000340,0.4584
61,0.1687,92.39,0.1953,91.95,0.000325,0.4630
62,0.1712,92.95,0.2742,88.57,0.000310,0.4553
63,0.1736,92.49,0.2669,89.00,0.000296,0.4567
64,0.1697,92.72,0.2280,90.29,0.000282,0.4708
65,0.1731,92.56,0.2261,91.42,0.000268,0.4650
66,0.1662,92.97,0.2564,89.09,0.000255,0.4895
67,0.1664,92.97,0.2422,88.04,0.000241,0.4763
68,0.1629,92.62,0.2133,90.20,0.000228,0.4671
69,0.1678,92.56,0.2206,90.21,0.000215,0.4440
70,0.1585,93.15,0.2126,90.74,0.000202,0.4777
71,0.1624,93.06,0.2762,87.78,0.000190,0.4567
72,0.1452,93.59,0.1807,91.77,0.000178,0.5024
73,0.1492,93.34,0.1752,92.04,0.000166,0.4544
74,0.1501,93.57,0.1877,92.04,0.000155,0.4661
75,0.1463,93.70,0.2448,89.78,0.000144,0.4593
76,0.1424,93.75,0.2183,89.52,0.000133,0.4636
77,0.1400,93.64,0.1897,91.51,0.000123,0.4542
78,0.1369,93.84,0.2316,89.43,0.000113,0.4506
79,0.1499,93.36,0.2084,90.64,0.000103,0.4802
80,0.1410,93.96,0.2004,90.99,0.000094,0.4797
81,0.1362,93.98,0.2609,89.77,0.000085,0.4644
82,0.1357,93.86,0.1959,91.69,0.000076,0.4670
83,0.1391,93.86,0.1717,91.69,0.000068,0.4640
84,0.1332,93.93,0.2243,89.78,0.000061,0.4608
85,0.1338,93.93,0.2621,89.00,0.000053,0.4375
86,0.1337,93.77,0.2925,87.45,0.000047,0.4564
87,0.1289,94.26,0.1782,91.60,0.000040,0.4568
88,0.1409,93.68,0.2175,90.47,0.000034,0.4689
89,0.1346,94.16,0.1727,91.86,0.000029,0.4800
90,0.1290,94.32,0.1741,91.86,0.000024,0.4564
91,0.1305,94.32,0.1744,92.20,0.000019,0.4816
92,0.1344,93.84,0.1734,91.95,0.000015,0.4680
93,0.1266,94.42,0.2568,89.00,0.000012,0.4612
94,0.1279,94.42,0.1814,91.51,0.000009,0.4679
95,0.1369,94.12,0.2108,91.08,0.000006,0.4718
96,0.1220,94.26,0.2030,91.42,0.000004,0.4790
97,0.1347,93.80,0.2026,91.51,0.000002,0.5115
98,0.1265,94.85,0.1765,92.72,0.000001,0.4601
99,0.1403,93.93,0.1865,92.55,0.000000,0.4622
100,0.1331,94.09,0.2328,90.12,0.000000,0.4778
