epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
79,0.1750,92.21,0.2589,89.73,0.000103,0.4679
80,0.1718,92.64,0.1990,91.49,0.000094,0.4592
81,0.1696,93.02,0.2158,91.13,0.000085,0.4634
82,0.1662,93.09,0.2530,89.99,0.000076,0.4712
83,0.1667,93.04,0.1977,91.59,0.000068,0.4656
84,0.1603,93.06,0.1838,91.69,0.000061,0.4774
85,0.1679,92.66,0.1946,91.91,0.000053,0.4419
86,0.1751,92.59,0.2355,89.28,0.000047,0.4590
87,0.1640,92.99,0.2016,90.17,0.000040,0.4417
88,0.1697,93.09,0.2269,91.62,0.000034,0.4706
89,0.1593,93.16,0.1935,90.70,0.000029,0.4678
90,0.1646,93.13,0.2150,90.48,0.000024,0.4664
91,0.1727,92.59,0.2028,90.62,0.000019,0.4553
92,0.1626,93.09,0.2189,90.71,0.000015,0.4677
93,0.1540,93.61,0.1913,91.14,0.000012,0.4759
94,0.1580,93.16,0.1862,91.91,0.000009,0.4627
95,0.1591,93.16,0.2089,89.57,0.000006,0.4519
96,0.1601,93.18,0.1885,91.68,0.000004,0.4775
97,0.1606,93.21,0.2130,90.67,0.000002,0.4795
98,0.1506,93.23,0.2414,89.70,0.000001,0.4547
