epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
0,1.7987,49.37,1.1136,62.87,0.001000,0.4474
1,1.0353,67.67,0.9193,68.54,0.000999,0.4394
2,0.8427,72.43,0.7696,75.07,0.000998,0.4589
3,0.7523,75.15,0.7031,74.43,0.000996,0.4510
4,0.6954,76.16,0.6621,77.20,0.000994,0.4286
5,0.6758,76.18,0.5923,79.19,0.000991,0.4599
6,0.6390,77.85,0.6279,77.33,0.000988,0.4515
7,0.5700,80.17,0.5006,80.11,0.000985,0.4504
8,0.5592,80.44,0.5609,81.51,0.000981,0.4688
9,0.5325,81.07,0.5700,79.42,0.000976,0.4609
10,0.5158,81.58,0.4596,85.18,0.000971,0.4550
11,0.5068,82.36,0.4799,83.33,0.000966,0.4404
12,0.4830,83.14,0.4902,81.90,0.000960,0.4611
13,0.4655,82.61,0.4029,84.87,0.000953,0.4349
14,0.4392,83.97,0.4860,82.68,0.000947,0.4549
15,0.4216,84.78,0.4644,83.80,0.000939,0.4448
16,0.4355,84.15,0.4402,84.46,0.000932,0.4529
17,0.4252,84.50,0.4611,81.47,0.000924,0.4401
18,0.3903,85.96,0.4366,85.16,0.000915,0.4580
19,0.3827,85.81,0.3615,87.64,0.000906,0.4578
20,0.3916,84.70,0.4016,86.06,0.000897,0.4315
21,0.3687,85.96,0.3348,86.43,0.000887,0.4542
22,0.3645,86.57,0.4023,84.55,0.000877,0.4705
23,0.3698,86.14,0.3764,85.67,0.000867,0.4432
24,0.3477,86.84,0.3553,84.59,0.000856,0.4295
25,0.3552,86.59,0.3306,85.32,0.000845,0.4259
26,0.3191,87.75,0.3139,87.27,0.000834,0.4386
27,0.3142,88.08,0.4082,81.68,0.000822,0.4589
28,0.3123,88.33,0.3078,89.09,0.000810,0.4548
29,0.3085,87.22,0.2999,86.08,0.000798,0.4568
30,0.2903,89.24,0.3310,87.41,0.000785,0.4592
31,0.2855,88.71,0.3017,89.09,0.000772,0.4478
32,0.2944,87.85,0.3181,86.18,0.000759,0.4345
33,0.2986,88.71,0.3199,86.78,0.000745,0.4622
34,0.2956,88.48,0.2641,89.75,0.000732,0.4480
35,0.2824,88.68,0.2978,88.85,0.000718,0.4593
36,0.2665,89.92,0.3255,86.66,0.000704,0.4767
37,0.2594,89.47,0.3190,88.85,0.000690,0.4591
38,0.2538,89.44,0.2533,89.69,0.000675,0.4495
39,0.2589,90.32,0.3477,84.03,0.000660,0.4630
40,0.2581,90.07,0.2621,89.22,0.000646,0.4457
41,0.2539,89.99,0.2803,86.16,0.000631,0.4581
42,0.2438,89.84,0.2304,91.99,0.000616,0.4528
43,0.2355,90.42,0.2539,90.22,0.000600,0.4527
44,0.2262,91.03,0.2144,91.31,0.000585,0.4545
45,0.2405,90.35,0.3010,89.48,0.000570,0.4415
46,0.2352,90.40,0.2775,88.71,0.000554,0.4298
47,0.2366,90.42,0.2755,89.34,0.000539,0.4365
48,0.2222,91.46,0.2615,89.89,0.000523,0.4573
49,0.2281,90.37,0.2465,89.57,0.000508,0.4370
50,0.2053,91.76,0.2289,90.51,0.000492,0.4665
51,0.2153,91.00,0.2117,90.96,0.000477,0.4487
52,0.2213,91.33,0.2361,91.21,0.000461,0.4269
53,0.2049,90.98,0.2743,84.61,0.000446,0.4642
54,0.2163,91.61,0.2027,92.17,0.000430,0.4415
55,0.1957,91.53,0.2457,89.12,0.000415,0.4506
56,0.1919,91.89,0.2343,90.55,0.000400,0.4541
57,0.1996,91.53,0.2831,88.07,0.000384,0.4391
58,0.1878,92.24,0.2193,90.20,0.000369,0.4515
59,0.2003,91.48,0.2058,90.78,0.000354,0.4546
60,0.1952,91.46,0.2101,91.90,0.000340,0.4361
61,0.1971,91.71,0.2527,90.20,0.000325,0.4749
62,0.1894,92.09,0.1897,90.96,0.000310,0.4397
63,0.1916,91.91,0.2206,91.45,0.000296,0.4512
64,0.1580,93.60,0.1553,92.83,0.000282,0.4400
65,0.1717,92.62,0.2061,91.76,0.000268,0.4525
66,0.1747,92.92,0.1914,89.20,0.000255,0.4464
67,0.1795,92.49,0.2958,86.98,0.000241,0.4305
68,0.1639,92.79,0.1999,93.07,0.000228,0.4585
69,0.1640,92.97,0.1709,92.07,0.000215,0.4492
70,0.1651,92.92,0.1870,90.31,0.000202,0.4520
71,0.1634,93.22,0.1834,90.00,0.000190,0.4582
72,0.1540,93.15,0.1836,93.42,0.000178,0.4269
73,0.1543,93.50,0.2039,91.92,0.000166,0.4739
74,0.1584,93.42,0.2331,87.74,0.000155,0.4381
75,0.1667,92.82,0.2332,88.87,0.000144,0.4585
76,0.1661,93.02,0.1545,93.11,0.000133,0.4529
77,0.1686,92.94,0.1862,91.90,0.000123,0.4595
78,0.1474,93.67,0.2169,88.42,0.000113,0.4632
79,0.1529,93.35,0.1615,94.06,0.000103,0.4713
80,0.1529,93.93,0.1804,92.38,0.000094,0.4525
81,0.1402,94.18,0.2575,88.44,0.000085,0.4583
82,0.1541,92.92,0.1700,93.11,0.000076,0.4380
83,0.1362,94.00,0.1694,91.74,0.000068,0.4424
84,0.1421,93.83,0.2806,86.76,0.000061,0.4500
85,0.1422,93.88,0.1900,91.57,0.000053,0.4431
86,0.1407,94.00,0.1902,91.41,0.000047,0.4405
87,0.1405,94.25,0.2647,86.12,0.000040,0.4492
88,0.1414,93.85,0.1626,92.09,0.000034,0.4412
89,0.1422,93.72,0.2419,90.24,0.000029,0.4525
90,0.1419,93.78,0.2371,89.65,0.000024,0.4479
91,0.1361,93.98,0.1792,91.76,0.000019,0.4606
92,0.1347,93.72,0.1892,90.04,0.000015,0.4435
93,0.1399,93.35,0.1681,92.29,0.000012,0.4512
94,0.1419,94.03,0.2466,89.69,0.000009,0.4743
95,0.1380,93.47,0.1857,90.22,0.000006,0.4487
96,0.1344,94.41,0.1701,93.42,0.000004,0.4579
97,0.1402,93.60,0.1576,92.27,0.000002,0.4680
98,0.1383,93.62,0.1683,92.37,0.000001,0.4710
99,0.1405,93.55,0.1765,92.54,0.000000,0.4322
