epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
44,0.1663,92.38,0.2025,91.17,0.000585,0.4732
45,0.1999,91.92,0.1478,93.36,0.000570,0.4892
46,0.1817,93.05,0.2183,91.71,0.000554,0.4666
47,0.1643,92.40,0.1408,93.90,0.000539,0.4713
48,0.1694,92.51,0.1533,93.17,0.000523,0.4834
49,0.1440,93.99,0.1844,92.97,0.000508,0.4783
50,0.1535,93.40,0.1329,94.04,0.000492,0.4683
51,0.1554,92.81,0.1676,90.87,0.000477,0.4593
52,0.1548,93.10,0.1363,93.12,0.000461,0.4882
53,0.1400,93.88,0.1215,94.29,0.000446,0.4866
54,0.1430,93.10,0.1688,92.49,0.000430,0.4782
55,0.1589,92.35,0.2079,92.25,0.000415,0.4828
56,0.1430,93.83,0.1915,91.51,0.000400,0.5170
57,0.1413,93.37,0.1202,93.26,0.000384,0.4762
58,0.1410,93.70,0.1739,89.90,0.000369,0.4612
59,0.1520,93.64,0.1357,94.34,0.000354,0.4800
60,0.1349,93.88,0.1419,94.34,0.000340,0.4774
61,0.1280,94.10,0.1325,94.19,0.000325,0.4656
62,0.1370,93.67,0.2161,92.25,0.000310,0.5055
63,0.1278,93.99,0.1555,91.51,0.000296,0.4740
64,0.1187,94.80,0.1106,94.00,0.000282,0.5020
65,0.1156,94.42,0.1883,91.80,0.000268,0.4892
66,0.1248,94.07,0.1443,94.34,0.000255,0.4862
67,0.1226,94.32,0.1047,94.19,0.000241,0.5114
68,0.1281,93.97,0.1428,91.08,0.000228,0.4827
69,0.1133,94.91,0.1054,93.51,0.000215,0.4819
70,0.1236,94.07,0.1573,93.02,0.000202,0.4963
71,0.1200,95.02,0.1322,94.10,0.000190,0.4744
72,0.1164,94.23,0.1088,95.41,0.000178,0.4677
73,0.1145,94.69,0.0981,95.31,0.000166,0.4622
74,0.1012,95.26,0.1118,94.39,0.000155,0.4773
75,0.1144,94.67,0.1308,92.59,0.000144,0.4848
76,0.1159,94.61,0.1492,92.59,0.000133,0.4611
77,0.1054,94.94,0.1390,92.39,0.000123,0.4883
78,0.1307,93.94,0.1425,95.12,0.000113,0.4823
79,0.1090,94.45,0.1063,95.51,0.000103,0.4943
80,0.0988,95.02,0.0963,95.61,0.000094,0.4609
81,0.1038,95.23,0.0999,95.31,0.000085,0.4544
82,0.1007,94.85,0.1100,94.19,0.000076,0.4729
83,0.1030,94.91,0.1164,94.58,0.000068,0.4622
84,0.0991,95.02,0.1592,94.19,0.000061,0.4791
85,0.1060,94.77,0.1007,94.14,0.000053,0.4574
86,0.1147,93.80,0.1021,94.63,0.000047,0.4734
87,0.1026,95.04,0.1028,95.51,0.000040,0.4811
88,0.1167,94.10,0.1220,94.43,0.000034,0.4824
89,0.1051,95.02,0.1176,94.24,0.000029,0.4737
90,0.1076,94.61,0.1027,94.92,0.000024,0.4770
91,0.1112,94.80,0.1747,93.37,0.000019,0.4829
92,0.1031,94.67,0.1068,94.92,0.000015,0.5092
93,0.0971,95.50,0.1340,93.75,0.000012,0.4636
94,0.1011,95.34,0.1197,94.43,0.000009,0.4824
95,0.1002,94.80,0.1089,94.63,0.000006,0.4806
96,0.0987,95.12,0.1164,94.73,0.000004,0.4782
97,0.0904,94.75,0.0916,96.09,0.000002,0.4923
98,0.0986,94.64,0.0939,95.70,0.000001,0.5016
99,0.1013,94.56,0.1045,95.21,0.000000,0.4751
100,0.0971,95.37,0.0966,93.86,0.000000,0.4917
