epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
41,0.1641,92.81,0.2301,90.91,0.000631,0.4395
42,0.1555,93.30,0.2096,90.74,0.000616,0.4500
43,0.1511,93.66,0.1994,92.22,0.000600,0.4408
44,0.1512,93.62,0.2051,92.74,0.000585,0.4375
45,0.1489,93.26,0.1802,92.36,0.000570,0.4382
46,0.1378,93.35,0.1957,92.22,0.000554,0.4534
47,0.1503,93.04,0.1769,91.84,0.000539,0.4558
48,0.1364,94.02,0.1789,93.20,0.000523,0.4388
49,0.1257,94.44,0.1562,93.55,0.000508,0.4469
50,0.1365,94.20,0.1731,93.11,0.000492,0.4620
51,0.1215,94.55,0.1963,90.97,0.000477,0.4425
52,0.1326,93.91,0.1745,94.30,0.000461,0.4322
53,0.1203,94.53,0.1775,93.29,0.000446,0.4397
54,0.1324,93.75,0.1655,92.42,0.000430,0.4710
55,0.1182,94.89,0.2007,92.16,0.000415,0.4497
56,0.1266,94.62,0.1865,92.10,0.000400,0.4544
57,0.1242,94.53,0.1635,94.04,0.000384,0.4509
58,0.1181,94.35,0.1782,92.68,0.000369,0.4688
59,0.1228,94.53,0.2203,91.55,0.000354,0.4508
60,0.1171,95.18,0.2661,89.79,0.000340,0.4260
61,0.1227,94.17,0.2189,91.17,0.000325,0.4524
62,0.1084,95.04,0.1929,92.82,0.000310,0.4526
63,0.1145,94.80,0.1387,94.30,0.000296,0.4503
64,0.1080,95.33,0.1704,92.68,0.000282,0.4348
65,0.1089,95.18,0.1658,92.82,0.000268,0.4608
66,0.1092,95.09,0.1839,92.27,0.000255,0.4623
67,0.1028,95.22,0.2152,90.31,0.000241,0.4418
68,0.0991,95.22,0.1437,94.39,0.000228,0.4456
69,0.0901,95.80,0.1642,92.33,0.000215,0.4427
70,0.0961,95.60,0.1614,94.01,0.000202,0.4699
71,0.0936,95.25,0.1855,91.81,0.000190,0.4543
72,0.1006,95.09,0.1344,93.89,0.000178,0.4439
73,0.0974,95.65,0.1495,93.89,0.000166,0.4662
74,0.0930,95.69,0.1342,94.24,0.000155,0.4594
75,0.0830,95.94,0.1390,93.87,0.000144,0.4497
76,0.1017,95.11,0.1553,94.33,0.000133,0.4679
77,0.0974,95.45,0.1664,92.82,0.000123,0.4509
78,0.0916,95.65,0.1377,95.08,0.000113,0.4328
79,0.0850,96.00,0.1324,94.44,0.000103,0.4539
80,0.0997,95.27,0.1567,93.11,0.000094,0.4271
81,0.0925,95.65,0.1820,92.77,0.000085,0.4348
82,0.0845,95.92,0.1602,93.92,0.000076,0.4747
83,0.0821,96.36,0.1333,94.18,0.000068,0.4455
84,0.0962,95.38,0.1505,94.07,0.000061,0.4504
85,0.0870,95.80,0.1950,93.06,0.000053,0.4444
86,0.0845,96.25,0.1437,94.16,0.000047,0.4388
87,0.0891,95.65,0.1954,92.68,0.000040,0.4446
88,0.0885,95.54,0.1290,94.56,0.000034,0.4499
89,0.0824,96.05,0.1321,94.42,0.000029,0.4608
90,0.0815,95.94,0.1417,93.89,0.000024,0.4435
91,0.0822,95.96,0.1182,95.11,0.000019,0.4333
92,0.0823,96.09,0.1196,94.88,0.000015,0.4452
93,0.0833,96.05,0.1492,93.84,0.000012,0.4330
94,0.0831,96.03,0.1397,93.63,0.000009,0.4544
95,0.0845,96.05,0.1440,93.26,0.000006,0.4557
96,0.0792,96.32,0.1299,94.44,0.000004,0.4598
97,0.0748,96.54,0.1585,92.91,0.000002,0.4602
98,0.0792,95.80,0.1446,93.08,0.000001,0.4445
99,0.0828,96.14,0.1977,93.03,0.000000,0.4702
100,0.0776,96.32,0.1364,94.27,0.000000,0.4401
