epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
64,0.1310,95.36,0.1723,92.62,0.000282,0.7567
65,0.1413,94.34,0.1459,94.53,0.000268,0.8280
66,0.1294,94.97,0.1121,95.57,0.000255,0.8395
67,0.1296,95.19,0.1498,93.66,0.000241,0.8715
68,0.1211,95.63,0.1086,95.83,0.000228,0.7147
69,0.1216,95.04,0.1336,94.97,0.000215,0.7458
70,0.1241,95.29,0.1349,93.66,0.000202,0.8052
71,0.1136,95.46,0.1133,95.31,0.000190,0.7037
72,0.1149,95.53,0.1552,93.75,0.000178,0.7595
73,0.1202,95.19,0.1146,94.18,0.000166,0.7507
74,0.1227,95.26,0.1037,96.27,0.000155,0.7743
75,0.1190,95.39,0.1577,93.58,0.000144,0.8076
76,0.1119,95.29,0.1500,94.18,0.000133,0.7524
77,0.1271,95.02,0.1273,94.88,0.000123,0.7549
78,0.1148,95.51,0.0969,96.09,0.000113,0.8669
79,0.1125,95.65,0.2488,87.67,0.000103,0.7350
80,0.1077,95.68,0.1168,95.57,0.000094,0.7410
81,0.1116,95.58,0.1155,94.88,0.000085,0.7517
82,0.1142,95.65,0.1451,95.05,0.000076,0.7266
83,0.1120,95.78,0.1072,95.57,0.000068,0.7203
84,0.1041,96.17,0.1112,95.66,0.000061,0.7549
85,0.1095,95.61,0.1407,93.40,0.000053,0.6909
86,0.1029,96.00,0.1123,94.97,0.000047,0.7025
87,0.1092,95.70,0.1015,96.18,0.000040,0.7652
88,0.1123,95.95,0.1012,96.35,0.000034,0.7058
89,0.1143,95.48,0.1090,95.14,0.000029,0.7124
90,0.1055,95.78,0.1546,93.84,0.000024,0.7854
91,0.1046,95.78,0.1171,94.70,0.000019,0.6826
92,0.1018,95.92,0.1126,95.14,0.000015,0.7035
93,0.0981,96.02,0.1184,95.23,0.000012,0.7311
94,0.1043,95.92,0.1086,96.01,0.000009,0.7137
95,0.1023,96.00,0.1033,95.92,0.000006,0.7258
96,0.0997,96.26,0.1122,95.40,0.000004,0.6981
97,0.1002,95.95,0.1312,95.14,0.000002,0.7284
98,0.1028,95.92,0.1065,96.09,0.000001,0.7117
99,0.0979,96.19,0.0962,96.27,0.000000,0.7466
100,0.1036,95.92,0.1129,95.14,0.000000,0.6992
