epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
0,1.9542,50.49,1.0388,67.36,0.001000,0.6436
1,0.9623,72.36,0.7489,77.08,0.000999,0.6243
2,0.7844,76.81,0.6223,80.21,0.000998,0.9158
3,0.7059,78.42,0.6036,80.90,0.000996,0.6857
4,0.6171,80.59,0.5441,83.51,0.000994,1.4864
5,0.5686,81.84,0.4986,84.46,0.000991,0.8610
6,0.5081,83.94,0.4682,86.02,0.000988,0.9073
7,0.4688,84.59,0.4151,85.07,0.000985,0.8810
8,0.4418,84.94,0.3577,85.42,0.000981,0.8041
9,0.4194,86.25,0.3320,88.11,0.000976,0.7982
10,0.4054,85.62,0.3925,87.15,0.000971,0.7794
11,0.3932,86.69,0.4328,84.64,0.000966,0.8088
12,0.3706,87.11,0.3283,88.72,0.000960,0.7898
13,0.3362,88.40,0.3030,89.41,0.000953,0.7962
14,0.3027,89.31,0.3527,86.28,0.000947,1.0633
15,0.3130,88.87,0.3126,88.28,0.000939,0.8570
16,0.3246,88.77,0.2881,90.02,0.000932,0.7491
17,0.3043,89.38,0.2272,91.67,0.000924,0.7512
18,0.2992,89.58,0.2274,92.71,0.000915,0.8153
19,0.2884,90.62,0.3319,89.41,0.000906,0.8266
20,0.2666,90.31,0.2431,90.89,0.000897,0.7880
21,0.2679,90.70,0.2402,91.67,0.000887,0.7598
22,0.2783,89.79,0.2358,91.49,0.000877,0.7103
23,0.2678,90.04,0.2488,91.15,0.000867,0.8494
24,0.2527,91.09,0.2513,90.54,0.000856,0.7339
25,0.2491,91.53,0.2601,90.19,0.000845,0.8286
26,0.2394,91.24,0.2738,89.67,0.000834,0.8114
27,0.2269,92.09,0.1808,93.49,0.000822,0.7494
28,0.2468,90.82,0.1973,92.19,0.000810,0.7994
29,0.2283,91.89,0.2328,91.93,0.000798,0.8325
30,0.2302,91.99,0.2281,90.19,0.000785,0.8135
31,0.2262,92.19,0.1472,94.88,0.000772,0.8864
32,0.2235,91.94,0.2538,90.54,0.000759,0.7635
33,0.2101,92.21,0.2090,90.62,0.000745,0.7637
34,0.2231,91.46,0.2469,91.67,0.000732,0.8422
35,0.2154,92.09,0.1909,92.36,0.000718,0.7930
36,0.1983,92.82,0.2267,91.06,0.000704,0.7466
37,0.2151,92.33,0.3747,84.11,0.000690,0.8746
38,0.1937,92.80,0.2132,90.28,0.000675,0.8549
39,0.1982,92.60,0.1469,95.05,0.000660,0.7148
40,0.1824,93.46,0.2015,91.58,0.000646,0.7621
41,0.1811,93.02,0.1796,91.49,0.000631,0.7956
42,0.1762,93.38,0.1687,94.36,0.000616,0.7038
43,0.1900,93.07,0.1756,94.18,0.000600,0.7050
44,0.1784,93.33,0.1578,93.84,0.000585,0.7545
45,0.1851,93.46,0.1528,95.23,0.000570,0.7373
46,0.1771,93.48,0.1789,92.71,0.000554,0.7328
47,0.1738,93.51,0.1460,94.18,0.000539,0.7124
48,0.1778,93.12,0.1888,93.84,0.000523,0.7006
49,0.1688,93.99,0.1582,93.75,0.000508,0.8632
50,0.1563,94.36,0.1716,93.23,0.000492,0.8404
51,0.1652,94.07,0.1427,94.70,0.000477,0.6909
52,0.1506,94.19,0.1291,94.18,0.000461,0.6943
53,0.1671,93.36,0.1467,93.58,0.000446,0.7090
54,0.1530,94.21,0.1255,94.27,0.000430,0.8013
55,0.1553,94.41,0.1382,94.10,0.000415,0.7819
56,0.1451,94.95,0.1945,91.58,0.000400,0.7957
57,0.1289,95.17,0.1604,93.66,0.000384,0.7479
58,0.1400,94.73,0.1225,96.09,0.000369,0.7678
59,0.1366,94.60,0.1500,92.53,0.000354,0.8056
60,0.1349,94.78,0.1460,93.75,0.000340,0.8395
61,0.1417,94.75,0.1617,94.97,0.000325,0.7317
62,0.1328,94.92,0.1462,93.92,0.000310,0.7492
63,0.1335,94.60,0.1322,95.57,0.000296,0.7830
