epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
0,1.8768,48.93,1.1405,66.37,0.001000,0.4734
1,1.0748,67.92,0.8890,72.71,0.000999,0.4761
2,0.9002,71.61,0.8033,73.06,0.000998,0.4719
3,0.7947,75.24,0.6700,78.80,0.000996,0.4681
4,0.7119,77.69,0.6657,79.33,0.000994,0.4743
5,0.6699,78.64,0.6364,75.93,0.000991,0.4968
6,0.5955,80.64,0.5170,83.01,0.000988,0.4974
7,0.5561,81.76,0.5582,81.36,0.000985,0.4712
8,0.5705,81.05,0.5215,81.61,0.000981,0.4755
9,0.5385,82.45,0.4886,82.48,0.000976,0.4791
10,0.5126,83.08,0.4977,82.36,0.000971,0.4739
11,0.4805,84.13,0.5121,84.10,0.000966,0.4774
12,0.4403,84.67,0.4284,83.30,0.000960,0.4673
13,0.4266,85.94,0.4677,83.17,0.000953,0.4763
14,0.4198,85.91,0.4424,85.88,0.000947,0.4784
15,0.4014,85.99,0.5660,80.71,0.000939,0.4708
16,0.3875,86.57,0.3746,87.18,0.000932,0.4626
17,0.3685,87.08,0.4600,84.22,0.000924,0.4686
18,0.3476,88.23,0.3473,87.48,0.000915,0.4759
19,0.3577,87.57,0.3989,86.14,0.000906,0.4621
20,0.3433,88.40,0.3551,87.71,0.000897,0.4631
21,0.3118,88.96,0.3496,87.27,0.000887,0.4614
22,0.3304,87.84,0.3132,88.57,0.000877,0.4894
23,0.3017,89.28,0.3002,88.36,0.000867,0.4608
24,0.3012,89.60,0.3040,89.52,0.000856,0.4765
25,0.3034,89.26,0.3320,87.71,0.000845,0.4695
26,0.2987,89.45,0.3106,88.57,0.000834,0.4666
27,0.2758,89.84,0.2774,89.78,0.000822,0.4858
28,0.2759,90.21,0.3197,89.49,0.000810,0.4689
29,0.2625,90.38,0.2865,89.96,0.000798,0.4667
30,0.2535,91.36,0.2820,91.05,0.000785,0.4860
31,0.2547,90.67,0.2891,89.49,0.000772,0.4525
32,0.2445,91.21,0.3088,88.61,0.000759,0.4635
33,0.2441,90.75,0.2753,89.66,0.000745,0.4671
