epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
0,1.5166,53.86,0.9147,66.28,0.001000,0.4837
1,0.8314,70.39,0.7542,75.90,0.000999,0.4605
2,0.7389,72.27,0.7651,74.67,0.000998,0.4809
3,0.6714,73.95,0.7357,70.77,0.000996,0.4807
4,0.6045,76.66,0.6141,79.74,0.000994,0.4750
5,0.5627,77.34,0.6129,76.60,0.000991,0.4765
6,0.5191,78.49,0.5876,75.91,0.000988,0.5072
7,0.5402,77.51,0.5373,80.61,0.000985,0.4916
8,0.4859,80.10,0.5321,81.23,0.000981,0.4736
9,0.4634,81.10,0.6081,81.73,0.000976,0.4899
10,0.4263,82.37,0.5180,78.69,0.000971,0.4839
11,0.4444,81.96,0.5437,79.81,0.000966,0.4781
12,0.4451,81.47,0.4982,81.74,0.000960,0.4805
13,0.4317,82.08,0.5787,75.99,0.000953,0.4672
14,0.4216,81.74,0.5603,81.72,0.000947,0.4683
15,0.3888,83.47,0.4575,83.13,0.000939,0.4578
16,0.3785,84.08,0.4662,82.61,0.000932,0.4669
17,0.3838,83.15,0.4583,83.31,0.000924,0.4647
18,0.3806,83.72,0.5045,81.48,0.000915,0.4878
19,0.3896,82.57,0.4450,83.39,0.000906,0.4838
20,0.3557,84.86,0.3723,85.91,0.000897,0.4927
21,0.3668,83.98,0.4014,84.01,0.000887,0.4865
22,0.3399,85.08,0.3544,84.88,0.000877,0.4841
23,0.3306,85.57,0.4009,85.05,0.000867,0.4694
24,0.3494,83.96,0.3984,85.30,0.000856,0.4790
25,0.3306,85.45,0.3790,86.16,0.000845,0.4777
26,0.3314,85.74,0.4012,86.61,0.000834,0.4622
27,0.3217,85.64,0.3907,84.69,0.000822,0.4886
28,0.3323,85.33,0.4042,84.26,0.000810,0.4595
29,0.3215,85.55,0.3656,85.83,0.000798,0.4836
30,0.3035,86.06,0.3788,83.40,0.000785,0.4704
31,0.3019,86.28,0.3803,85.83,0.000772,0.4738
32,0.2956,86.16,0.4418,84.96,0.000759,0.4733
33,0.2955,86.50,0.3716,85.92,0.000745,0.4852
34,0.2778,86.84,0.3901,86.18,0.000732,0.5074
35,0.2784,86.65,0.3447,87.57,0.000718,0.4596
36,0.2748,87.52,0.3574,86.79,0.000704,0.4958
37,0.2694,87.45,0.4813,80.52,0.000690,0.4774
38,0.2810,87.01,0.3707,86.79,0.000675,0.4688
39,0.2826,87.18,0.4063,85.57,0.000660,0.5014
40,0.2667,87.21,0.3283,87.48,0.000646,0.4990
41,0.2742,87.21,0.3342,87.39,0.000631,0.4598
42,0.2658,87.96,0.3141,88.52,0.000616,0.4809
43,0.2465,87.79,0.4525,85.74,0.000600,0.4848
44,0.2600,87.30,0.3252,88.09,0.000585,0.4952
45,0.2312,88.96,0.4359,86.69,0.000570,0.4919
46,0.2508,87.99,0.4126,86.79,0.000554,0.4930
47,0.2555,87.52,0.3310,86.70,0.000539,0.5119
48,0.2432,88.38,0.4676,85.92,0.000523,0.4671
49,0.2359,88.75,0.3146,89.39,0.000508,0.4605
50,0.2490,88.38,0.3426,88.78,0.000492,0.4556
51,0.2443,87.94,0.3850,88.00,0.000477,0.4760
52,0.2280,89.43,0.3468,88.26,0.000461,0.4933
53,0.2196,89.28,0.3339,89.30,0.000446,0.4891
54,0.2475,87.77,0.3605,87.57,0.000430,0.4608
55,0.2283,89.26,0.3894,88.25,0.000415,0.4743
56,0.2197,88.77,0.3665,89.47,0.000400,0.4972
57,0.2265,88.50,0.3535,87.82,0.000384,0.4756
58,0.2305,88.67,0.3884,82.36,0.000369,0.4771
59,0.2056,90.06,0.3041,88.87,0.000354,0.4933
60,0.2152,89.04,0.4024,85.46,0.000340,0.4963
61,0.2230,89.04,0.2625,89.74,0.000325,0.4808
62,0.2177,89.75,0.3349,88.78,0.000310,0.4935
63,0.2134,89.50,0.3238,88.26,0.000296,0.4790
64,0.2083,89.84,0.3683,87.57,0.000282,0.5061
65,0.2034,89.75,0.3727,85.82,0.000268,0.4657
66,0.2095,89.55,0.4007,86.86,0.000255,0.4764
67,0.2075,89.65,0.3368,89.74,0.000241,0.4844
68,0.2041,89.28,0.2987,88.09,0.000228,0.4726
69,0.1949,89.70,0.3128,88.09,0.000215,0.5102
70,0.2009,89.75,0.3265,89.12,0.000202,0.4780
71,0.1871,90.48,0.3205,90.35,0.000190,0.4751
72,0.1920,90.16,0.3610,88.87,0.000178,0.4838
73,0.1841,90.23,0.2983,88.96,0.000166,0.4931
74,0.1916,90.21,0.3076,88.60,0.000155,0.5061
75,0.1937,90.31,0.3833,85.65,0.000144,0.4713
76,0.1899,90.11,0.3431,88.69,0.000133,0.4742
77,0.1879,90.06,0.3499,86.18,0.000123,0.4782
78,0.1968,90.45,0.3131,89.48,0.000113,0.4602
