epoch,train_loss,train_acc,val_loss,val_acc,lr,val_lat_ms
0,1.8293,49.31,1.2391,63.25,0.001000,0.4630
1,1.1579,63.64,1.0190,68.01,0.000999,0.4876
2,1.0230,66.45,0.9220,68.22,0.000998,0.4362
3,0.9383,69.32,0.8718,70.39,0.000996,0.4631
4,0.9071,69.91,0.8670,72.93,0.000994,0.4578
5,0.8524,71.43,0.9039,67.83,0.000991,0.4680
6,0.8000,72.42,0.7493,75.53,0.000988,0.4615
7,0.7641,74.15,0.7770,76.04,0.000985,0.4799
8,0.7255,75.12,0.7413,76.41,0.000981,0.4698
9,0.7190,75.33,0.6692,78.44,0.000976,0.4686
10,0.6790,76.35,0.6966,75.46,0.000971,0.4667
11,0.6704,76.59,0.6330,77.93,0.000966,0.4627
12,0.6504,77.49,0.6239,78.86,0.000960,0.4404
13,0.6340,77.98,0.5967,78.06,0.000953,0.4577
14,0.6212,78.20,0.6169,79.35,0.000947,0.4503
15,0.5958,78.48,0.5910,79.79,0.000939,0.4511
16,0.5753,79.62,0.5439,81.09,0.000932,0.4707
17,0.5650,79.85,0.5177,82.25,0.000924,0.4737
18,0.5594,80.33,0.6387,78.87,0.000915,0.4526
19,0.5471,80.94,0.5371,79.99,0.000906,0.4584
20,0.5452,80.09,0.5267,82.25,0.000897,0.4592
21,0.4923,81.77,0.4893,81.87,0.000887,0.4562
22,0.4977,82.03,0.4924,82.82,0.000877,0.4755
23,0.4818,82.79,0.5179,81.80,0.000867,0.4467
24,0.4970,81.58,0.4438,84.13,0.000856,0.4796
25,0.4795,82.13,0.5378,81.51,0.000845,0.4498
26,0.4488,83.26,0.4925,82.32,0.000834,0.4546
27,0.4570,83.62,0.4589,84.47,0.000822,0.4693
28,0.4697,82.41,0.5192,81.41,0.000810,0.4563
29,0.4590,83.52,0.4487,79.48,0.000798,0.4623
30,0.4490,83.19,0.5104,79.12,0.000785,0.4625
31,0.4397,84.04,0.5179,81.32,0.000772,0.4589
32,0.4226,84.23,0.4970,80.42,0.000759,0.4760
33,0.4135,85.23,0.4149,85.30,0.000745,0.4539
34,0.4254,84.04,0.4430,84.47,0.000732,0.4502
35,0.4138,84.40,0.4173,84.23,0.000718,0.4817
36,0.4027,85.01,0.4078,84.84,0.000704,0.4701
37,0.3961,85.11,0.4222,82.71,0.000690,0.4814
38,0.3945,84.73,0.4167,86.43,0.000675,0.4625
39,0.3810,85.61,0.4385,84.71,0.000660,0.4769
40,0.4072,84.92,0.3929,86.08,0.000646,0.4636
41,0.3901,85.44,0.3784,86.07,0.000631,0.4686
42,0.3768,86.03,0.3737,86.43,0.000616,0.4796
43,0.3679,86.72,0.3762,86.53,0.000600,0.4664
44,0.3694,86.55,0.4347,80.61,0.000585,0.4777
45,0.3573,86.17,0.3769,86.69,0.000570,0.4545
46,0.3693,85.94,0.3939,85.40,0.000554,0.4665
47,0.3482,86.74,0.3745,85.21,0.000539,0.4608
48,0.3275,87.29,0.3470,85.65,0.000523,0.4659
49,0.3591,86.98,0.4021,84.43,0.000508,0.4477
50,0.3304,87.64,0.3384,86.92,0.000492,0.4789
51,0.3415,87.10,0.3346,88.47,0.000477,0.4757
52,0.3387,87.57,0.3298,87.25,0.000461,0.4714
53,0.3208,88.02,0.3035,89.70,0.000446,0.4594
54,0.3269,87.88,0.3339,86.88,0.000430,0.4611
55,0.3247,87.83,0.3405,88.21,0.000415,0.4624
56,0.3250,88.21,0.3319,87.43,0.000400,0.4624
57,0.3083,87.74,0.4070,80.97,0.000384,0.4492
58,0.3002,88.71,0.3297,88.18,0.000369,0.4655
59,0.3056,88.09,0.3087,87.82,0.000354,0.4617
60,0.2977,88.19,0.3273,88.37,0.000340,0.4583
61,0.3177,87.83,0.3075,87.99,0.000325,0.4932
62,0.3067,88.26,0.3203,87.73,0.000310,0.4474
63,0.2842,88.71,0.3052,88.82,0.000296,0.4516
64,0.2849,88.83,0.3124,88.89,0.000282,0.4730
65,0.3047,88.57,0.2770,88.83,0.000268,0.4643
66,0.2897,89.11,0.3125,87.38,0.000255,0.4617
67,0.2835,89.06,0.3219,87.71,0.000241,0.4825
68,0.2808,88.99,0.2920,89.93,0.000228,0.4936
69,0.2708,89.75,0.3033,88.60,0.000215,0.4601
70,0.2695,89.96,0.3866,82.74,0.000202,0.4684
71,0.2764,89.87,0.3708,86.50,0.000190,0.4792
72,0.2668,89.42,0.3321,88.06,0.000178,0.4554
73,0.2662,90.15,0.2998,87.70,0.000166,0.4736
74,0.2791,89.70,0.2873,88.70,0.000155,0.4829
75,0.2717,89.82,0.3758,86.36,0.000144,0.4578
76,0.2628,89.84,0.3029,87.21,0.000133,0.4556
77,0.2697,89.68,0.2591,90.46,0.000123,0.4628
78,0.2690,89.75,0.3182,87.28,0.000113,0.4689
79,0.2591,90.08,0.3033,87.09,0.000103,0.4559
80,0.2591,90.13,0.3124,87.73,0.000094,0.4712
81,0.2711,89.28,0.2724,89.39,0.000085,0.4929
82,0.2545,90.34,0.3182,89.15,0.000076,0.4459
83,0.2561,89.91,0.2760,90.05,0.000068,0.4790
84,0.2565,90.29,0.2830,89.39,0.000061,0.4362
85,0.2606,89.96,0.3427,87.54,0.000053,0.4507
86,0.2597,89.96,0.2872,88.87,0.000047,0.4657
87,0.2394,90.53,0.2705,90.09,0.000040,0.4535
88,0.2464,90.25,0.2827,89.48,0.000034,0.4772
89,0.2454,89.80,0.2612,89.84,0.000029,0.4500
90,0.2471,90.55,0.2580,90.02,0.000024,0.4672
91,0.2399,90.48,0.2547,90.48,0.000019,0.4685
92,0.2485,89.91,0.3079,86.54,0.000015,0.4632
93,0.2449,90.65,0.2784,89.58,0.000012,0.4503
94,0.2362,90.48,0.2509,90.29,0.000009,0.4903
95,0.2404,90.58,0.2533,91.10,0.000006,0.4629
96,0.2381,90.79,0.2809,89.19,0.000004,0.4693
97,0.2514,90.15,0.2573,89.86,0.000002,0.4871
98,0.2405,90.55,0.2224,90.90,0.000001,0.4587
99,0.2337,90.81,0.2849,89.32,0.000000,0.4585
100,0.2497,90.86,0.2717,89.58,0.000000,0.4677
